name,id_2025,GW,kickoff_time,goals_scored,assists,minutes,team,id_2026
Josh Nichols,662,20,2025-01-04T17:30:00Z,0,0,0,Arsenal,15
Sam Szmodics,611,20,2025-01-05T14:00:00Z,1,0,72,Ipswich,NA
Spike Brits,704,20,2025-01-04T15:00:00Z,0,0,0,Man City,NA
Malo Gusto,171,20,2025-01-04T15:00:00Z,0,0,90,Chelsea,228
Nathan Butler-Oyedeji,665,20,2025-01-04T17:30:00Z,0,0,0,Arsenal,NA
Hwang Ui-jo,446,20,2025-01-06T20:00:00Z,0,0,0,Nott'm Forest,NA
Jakub Stolarczyk,304,20,2025-01-04T15:00:00Z,0,0,90,Leicester,NA
Lloyd Kelly,404,20,2025-01-04T12:30:00Z,0,0,1,Newcastle,NA
Mateus Gonçalo Espanha Fernandes,623,20,2025-01-04T15:00:00Z,0,0,0,Southampton,708
Valentín Barco,116,20,2025-01-04T17:30:00Z,0,0,0,Brighton,NA
Dean Huijsen,580,20,2025-01-04T15:00:00Z,0,0,90,Bournemouth,NA
Carlos Roberto Forbs Borges,655,20,2025-01-06T20:00:00Z,0,0,15,Wolves,NA
André Trindade da Costa Neto,642,20,2025-01-06T20:00:00Z,0,0,0,Wolves,643
Max Aarons,59,20,2025-01-04T15:00:00Z,0,0,0,Bournemouth,NA
Henry Cartwright,694,20,2025-01-04T15:00:00Z,0,0,0,Leicester,NA
Rhys Williams,334,20,2025-01-05T16:30:00Z,0,0,0,Liverpool,379
Michail Antonio,512,20,2025-01-04T15:00:00Z,0,0,0,West Ham,NA
Ibrahim Osman,127,20,2025-01-04T17:30:00Z,0,0,0,Brighton,NA
Lewis Miley,411,20,2025-01-04T12:30:00Z,0,0,0,Newcastle,497
Nathan Wood-Gordon,477,20,2025-01-04T15:00:00Z,0,0,45,Southampton,NA
Rodrigo Muniz Carvalho,251,20,2025-01-05T14:00:00Z,0,0,27,Fulham,338
Benjamin White,24,20,2025-01-04T17:30:00Z,0,0,0,Arsenal,11
Cameron Burgess,263,20,2025-01-05T14:00:00Z,0,0,0,Ipswich,NA
Abdul Fatawu,570,20,2025-01-04T15:00:00Z,0,0,0,Leicester,NA
Dominik Szoboszlai,336,20,2025-01-05T16:30:00Z,0,0,0,Liverpool,387
Tim Iroegbunam,226,20,2025-01-04T15:00:00Z,0,0,0,Everton,304
Neco Williams,437,20,2025-01-06T20:00:00Z,0,0,90,Nott'm Forest,508
Roméo Lavia,174,20,2025-01-04T15:00:00Z,0,0,0,Chelsea,244
Leon Bailey,28,20,2025-01-04T15:00:00Z,1,0,90,Aston Villa,49
Niclas Füllkrug,589,20,2025-01-04T15:00:00Z,1,0,90,West Ham,625
Harvey Barnes,392,20,2025-01-04T12:30:00Z,0,0,12,Newcastle,487
Brennan Johnson,491,20,2025-01-04T12:30:00Z,0,0,90,Spurs,580
Andrew Moran,601,20,2025-01-04T17:30:00Z,0,0,0,Brighton,177
Harry Maguire,377,20,2025-01-05T16:30:00Z,0,0,90,Man Utd,442
Mark Travers,84,20,2025-01-04T15:00:00Z,0,0,90,Bournemouth,288
Will Smallbone,471,20,2025-01-04T15:00:00Z,0,0,0,Southampton,NA
Mykhailo Mudryk,179,20,2025-01-04T15:00:00Z,0,0,0,Chelsea,245
Imari Samuels,663,20,2025-01-04T17:30:00Z,0,0,0,Brighton,NA
Hamed Traorè,67,20,2025-01-04T15:00:00Z,0,0,0,Bournemouth,93
Stefan Ortega Moreno,358,20,2025-01-04T15:00:00Z,0,0,90,Man City,400
Renato Palma Veiga,184,20,2025-01-04T15:00:00Z,0,0,0,Chelsea,NA
Eberechi Eze,199,20,2025-01-04T15:00:00Z,0,1,86,Crystal Palace,266
Samuel Iling-Junior,41,20,2025-01-04T15:00:00Z,0,0,0,Aston Villa,51
Boubacar Kamara,42,20,2025-01-04T15:00:00Z,0,0,90,Aston Villa,58
Ali Al-Hamadi,260,20,2025-01-05T14:00:00Z,0,0,2,Ipswich,NA
Willy Boly,425,20,2025-01-06T20:00:00Z,0,0,0,Nott'm Forest,514
Carlos Alcaraz Durán,450,20,2025-01-04T15:00:00Z,0,0,0,Southampton,301
Victor Lindelöf,376,20,2025-01-05T16:30:00Z,0,0,0,Man Utd,719
Samuel Amissah,690,20,2025-01-05T14:00:00Z,0,0,0,Fulham,323
Ross Barkley,29,20,2025-01-04T15:00:00Z,1,0,75,Aston Villa,55
James McConnell,330,20,2025-01-05T16:30:00Z,0,0,0,Liverpool,394
Kobbie Mainoo,378,20,2025-01-05T16:30:00Z,0,0,71,Man Utd,458
Ramón Sosa,620,20,2025-01-06T20:00:00Z,0,0,0,Nott'm Forest,NA
Sander Berge,622,20,2025-01-05T14:00:00Z,0,0,0,Fulham,330
Maldini Kacurri,657,20,2025-01-04T17:30:00Z,0,0,0,Arsenal,14
Adam Armstrong,453,20,2025-01-04T15:00:00Z,0,0,35,Southampton,NA
Aaron Cresswell,517,20,2025-01-04T15:00:00Z,0,0,0,West Ham,NA
Emil Krafth,405,20,2025-01-04T12:30:00Z,0,0,0,Newcastle,479
Jakub Kiwior,8,20,2025-01-04T17:30:00Z,0,0,0,Arsenal,9
Kristoffer Ajer,86,20,2025-01-04T15:00:00Z,0,0,0,Brentford,108
Will Hughes,203,20,2025-01-04T15:00:00Z,0,0,0,Crystal Palace,270
David Ozoh,212,20,2025-01-04T15:00:00Z,0,0,0,Crystal Palace,280
Jakub Moder,137,20,2025-01-04T17:30:00Z,0,0,0,Brighton,NA
Thomas Wilson-Brown,708,20,2025-01-04T15:00:00Z,0,0,0,Leicester,NA
Cieran Slicker,280,20,2025-01-05T14:00:00Z,0,0,0,Ipswich,NA
Raheem Sterling,186,20,2025-01-04T17:30:00Z,0,0,0,Arsenal,NA
Raúl Jiménez,252,20,2025-01-05T14:00:00Z,2,0,90,Fulham,337
Bryan Gil Salvatierra,483,20,2025-01-04T12:30:00Z,0,0,0,Spurs,590
Myles Lewis-Skelly,597,20,2025-01-04T17:30:00Z,0,0,0,Arsenal,10
Giovani Lo Celso,493,20,2025-01-04T12:30:00Z,0,0,0,Spurs,NA
Tawanda Chirewa,538,20,2025-01-06T20:00:00Z,0,0,0,Wolves,650
Cameron Humphreys,273,20,2025-01-05T14:00:00Z,0,0,0,Ipswich,NA
Ashley Young,238,20,2025-01-04T15:00:00Z,0,0,90,Everton,NA
James Bree,457,20,2025-01-04T15:00:00Z,0,0,45,Southampton,NA
Welington Damascena Santos,718,21,2025-01-16T20:00:00Z,0,0,0,Southampton,NA
Alex Scott,77,21,2025-01-14T19:30:00Z,0,0,0,Bournemouth,90
Carlos Miguel dos Santos Pereira,427,21,2025-01-14T20:00:00Z,0,0,0,Nott'm Forest,503
Tomiyasu Takehiro,22,21,2025-01-15T20:00:00Z,0,0,0,Arsenal,NA
Malcolm Ebiowei,197,21,2025-01-15T19:30:00Z,0,0,0,Crystal Palace,277
Ben Brereton Díaz,584,21,2025-01-16T20:00:00Z,0,0,0,Southampton,NA
Pau Torres,52,21,2025-01-15T19:30:00Z,0,0,0,Aston Villa,41
Joel Ward,215,21,2025-01-15T19:30:00Z,0,0,0,Crystal Palace,NA
Antonín Kinsky,716,21,2025-01-15T20:00:00Z,0,0,90,Spurs,567
Will Lankshear,609,21,2025-01-15T20:00:00Z,0,0,0,Spurs,598
Hwang Hee-chan,550,21,2025-01-15T19:30:00Z,0,0,45,Wolves,642
Mikey Moore,610,21,2025-01-15T20:00:00Z,0,0,0,Spurs,592
Hákon Valdimarsson,109,21,2025-01-14T19:30:00Z,0,0,0,Brentford,105
Alex Paulsen,75,21,2025-01-14T19:30:00Z,0,0,0,Bournemouth,70
João Victor Gomes da Silva,553,21,2025-01-15T19:30:00Z,0,0,85,Wolves,646
Cole Palmer,182,21,2025-01-14T19:30:00Z,1,0,90,Chelsea,235
Mitoma Kaoru,136,21,2025-01-16T19:30:00Z,1,0,90,Brighton,157
Boubakary Soumaré,285,21,2025-01-15T19:30:00Z,0,0,90,Leicester,NA
Chris Wood,447,21,2025-01-14T20:00:00Z,1,0,89,Nott'm Forest,525
Joe Worrall,448,21,2025-01-14T20:00:00Z,0,0,0,Nott'm Forest,199
Jeffrey Schlupp,214,21,2025-01-15T19:30:00Z,0,0,0,Crystal Palace,NA
Milos Kerkez,70,21,2025-01-14T19:30:00Z,0,0,90,Bournemouth,371
Adrian Mazilu,133,21,2025-01-16T19:30:00Z,0,0,0,Brighton,176
Jason Steele,142,21,2025-01-16T19:30:00Z,0,0,0,Brighton,138
Arijanet Muric,568,21,2025-01-16T19:30:00Z,0,0,0,Ipswich,NA
Harvey Davies,669,21,2025-01-14T20:00:00Z,0,0,0,Liverpool,NA
Carl Rushworth,615,21,2025-01-16T19:30:00Z,0,0,0,Brighton,141
Ibrahim Sangaré,442,21,2025-01-14T20:00:00Z,0,0,0,Nott'm Forest,521
Hannibal Mejbri,373,21,2025-01-16T20:00:00Z,0,0,0,Man Utd,207
Brandon Austin,479,21,2025-01-15T20:00:00Z,0,0,0,Spurs,566
Conor Coady,288,21,2025-01-15T19:30:00Z,0,0,0,Leicester,NA
Wes Foderingham,522,21,2025-01-14T19:30:00Z,0,0,0,West Ham,601
Armando Broja,156,21,2025-01-15T19:30:00Z,0,0,0,Everton,680
Adam Webster,147,21,2025-01-16T19:30:00Z,0,0,62,Brighton,153
Thomas Partey,20,21,2025-01-15T20:00:00Z,0,0,90,Arsenal,NA
Harry Wilson,259,21,2025-01-14T19:30:00Z,0,0,84,Fulham,329
Kasey McAteer,299,21,2025-01-15T19:30:00Z,0,0,24,Leicester,NA
Curtis Jones,324,21,2025-01-14T20:00:00Z,0,0,15,Liverpool,388
Wes Burns,264,21,2025-01-16T19:30:00Z,0,0,70,Ipswich,NA
Treymaurice Nyoni,688,21,2025-01-14T20:00:00Z,0,0,0,Liverpool,NA
Gustavo Nunes Fernandes Gomes,634,21,2025-01-14T19:30:00Z,0,0,0,Brentford,127
Yunus Emre Konak,97,21,2025-01-14T19:30:00Z,0,0,0,Brentford,131
Max Kilman,524,21,2025-01-14T19:30:00Z,0,0,90,West Ham,605
Deniz Undav,143,21,2025-01-16T19:30:00Z,0,0,0,Brighton,NA
Alex Murphy,390,21,2025-01-15T19:30:00Z,0,0,0,Newcastle,481
George Edmundson,269,21,2025-01-16T19:30:00Z,0,0,0,Ipswich,NA
Sávio 'Savinho' Moreira de Oliveira,571,21,2025-01-14T19:30:00Z,0,1,90,Man City,415
Emerson Palmieri dos Santos,520,21,2025-01-14T19:30:00Z,0,0,80,West Ham,604
Abdoulaye Doucouré,217,21,2025-01-15T19:30:00Z,0,0,82,Everton,NA
Alfie Pond,664,21,2025-01-15T19:30:00Z,0,0,0,Wolves,641
José Malheiro de Sá,554,21,2025-01-15T19:30:00Z,0,0,90,Wolves,628
Alexander Isak,401,21,2025-01-15T19:30:00Z,2,1,77,Newcastle,499
Yves Bissouma,482,21,2025-01-15T20:00:00Z,0,0,45,Spurs,587
Conor Gallagher,169,21,2025-01-14T19:30:00Z,0,0,0,Chelsea,NA
Philip Billing,76,21,2025-01-14T19:30:00Z,0,0,0,Bournemouth,89
Gonçalo Manuel Ganchinho Guedes,548,21,2025-01-15T19:30:00Z,0,0,68,Wolves,647
Brajan Gruda,595,21,2025-01-16T19:30:00Z,0,0,0,Brighton,162
Rodrigo 'Rodri' Hernandez,360,21,2025-01-14T19:30:00Z,0,0,0,Man City,421
Đorđe Petrović,183,21,2025-01-14T19:30:00Z,0,0,0,Chelsea,67
Justin Devenny,645,21,2025-01-15T19:30:00Z,0,0,11,Crystal Palace,276
Craig Dawson,542,21,2025-01-15T19:30:00Z,0,0,0,Wolves,NA
Jordan Ayew,192,21,2025-01-15T19:30:00Z,0,0,10,Leicester,NA
Marcos Senesi,79,21,2025-01-14T19:30:00Z,0,0,0,Bournemouth,72
Kiernan Dewsbury-Hall,166,21,2025-01-14T19:30:00Z,0,0,0,Chelsea,242
Kaine Kesler-Hayden,43,21,2025-01-15T19:30:00Z,0,0,0,Aston Villa,NA
João Cavaco Cancelo,353,21,2025-01-14T19:30:00Z,0,0,0,Man City,NA
Maxwel Cornet,515,21,2025-01-16T20:00:00Z,0,0,0,Southampton,617
Jefferson Lerma Solís,206,21,2025-01-15T19:30:00Z,0,0,19,Crystal Palace,272
Jannik Vestergaard,307,21,2025-01-15T19:30:00Z,0,0,90,Leicester,NA
Jacob Wright,671,21,2025-01-14T19:30:00Z,0,0,0,Man City,NA
Luke Thomas,305,21,2025-01-15T19:30:00Z,0,0,0,Leicester,NA
Bruno Borges Fernandes,366,21,2025-01-16T20:00:00Z,0,0,90,Man Utd,449
Adam Smith,81,21,2025-01-14T19:30:00Z,0,0,0,Bournemouth,73
Miodrag Pivaš,574,21,2025-01-15T19:30:00Z,0,0,0,Newcastle,483
Billy Gilmour,124,21,2025-01-16T19:30:00Z,0,0,0,Brighton,NA
Rasmus Højlund,375,21,2025-01-16T20:00:00Z,0,0,52,Man Utd,465
Callum Wilson,421,21,2025-01-15T19:30:00Z,0,0,0,Newcastle,671
Crysencio Summerville,587,21,2025-01-14T19:30:00Z,0,0,0,West Ham,615
Jesurun Rak-Sakyi,213,21,2025-01-15T19:30:00Z,0,0,0,Crystal Palace,278
Oliver Skipp,501,21,2025-01-15T19:30:00Z,0,0,24,Leicester,NA
Tomáš Souček,530,21,2025-01-14T19:30:00Z,1,0,90,West Ham,613
Taylor Harwood-Bellis,461,21,2025-01-16T20:00:00Z,0,0,90,Southampton,NA
Alphonse Areola,513,21,2025-01-14T19:30:00Z,0,0,0,West Ham,600
Lisandro Martínez,380,21,2025-01-16T20:00:00Z,0,0,90,Man Utd,437
Richarlison de Andrade,497,21,2025-01-15T20:00:00Z,0,0,12,Spurs,597
Joško Gvardiol,350,21,2025-01-14T19:30:00Z,0,0,90,Man City,403
Harry Clarke,266,21,2025-01-16T19:30:00Z,0,0,0,Ipswich,NA
Joachim Andersen,191,21,2025-01-14T19:30:00Z,0,0,90,Fulham,317
Moisés Caicedo Corozo,157,21,2025-01-14T19:30:00Z,0,0,80,Chelsea,241
Carlos Henrique Casimiro,368,21,2025-01-16T20:00:00Z,0,0,0,Man Utd,457
Roman Dixon,627,21,2025-01-15T19:30:00Z,0,0,0,Everton,297
Jhon Durán,38,21,2025-01-15T19:30:00Z,0,0,0,Aston Villa,NA
Jacob Murphy,402,21,2025-01-15T19:30:00Z,0,0,77,Newcastle,489
Sean Longstaff,410,21,2025-01-15T19:30:00Z,0,0,0,Newcastle,493
Leander Dendoncker,33,21,2025-01-15T19:30:00Z,0,0,0,Aston Villa,61
Trevoh Chalobah,159,21,2025-01-15T19:30:00Z,0,0,0,Crystal Palace,226
Ryan Manning,467,21,2025-01-16T20:00:00Z,0,0,0,Southampton,NA
Vitalii Mykolenko,231,21,2025-01-15T19:30:00Z,0,0,90,Everton,292
Ryan Christie,63,21,2025-01-14T19:30:00Z,0,1,90,Bournemouth,87
Fábio Silva,545,21,2025-01-15T19:30:00Z,0,0,0,Wolves,NA
Kepa Arrizabalaga,152,21,2025-01-14T19:30:00Z,0,0,0,Bournemouth,2
Frank Onyeka,102,21,2025-01-14T19:30:00Z,0,0,0,Brentford,128
Youssef Ramalho Chermiti,237,21,2025-01-15T19:30:00Z,0,0,0,Everton,312
Morgan Gibbs-White,433,21,2025-01-14T20:00:00Z,0,0,89,Nott'm Forest,515
Noni Madueke,177,21,2025-01-14T19:30:00Z,0,0,80,Chelsea,18
Nélson Cabral Semedo,559,21,2025-01-15T19:30:00Z,0,0,21,Wolves,NA
Tommy Doyle,544,21,2025-01-15T19:30:00Z,0,0,4,Wolves,NA
Tom Heaton,374,21,2025-01-16T20:00:00Z,0,0,0,Man Utd,434
Lucas Bergvall,481,21,2025-01-15T20:00:00Z,0,0,90,Spurs,586
Lesley Ugochukwu,188,21,2025-01-16T20:00:00Z,0,0,82,Southampton,676
Evan Ferguson,123,21,2025-01-16T19:30:00Z,0,0,0,Brighton,179
Christian Eriksen,370,21,2025-01-16T20:00:00Z,0,1,7,Man Utd,NA
Tyrique George,696,21,2025-01-14T19:30:00Z,0,0,0,Chelsea,243
Danny Ings,523,21,2025-01-14T19:30:00Z,0,1,27,West Ham,NA
Jean-Ricner Bellegarde,535,21,2025-01-15T19:30:00Z,0,0,21,Wolves,644
Tim Ream,253,21,2025-01-14T19:30:00Z,0,0,0,Fulham,NA
Benoît Badiashile,153,21,2025-01-14T19:30:00Z,0,0,0,Chelsea,229
Radu Drăgușin,486,21,2025-01-15T20:00:00Z,0,0,90,Spurs,572
Jack Stephens,472,21,2025-01-16T20:00:00Z,0,0,0,Southampton,NA
Mateo Kovačić,354,21,2025-01-14T19:30:00Z,0,0,75,Man City,422
Nicolás Domínguez,431,21,2025-01-14T20:00:00Z,0,0,14,Nott'm Forest,519
Ben Doak,318,21,2025-01-14T20:00:00Z,0,0,0,Liverpool,NA
Phil Foden,348,21,2025-01-14T19:30:00Z,2,0,86,Man City,414
Mason Mount,382,21,2025-01-16T20:00:00Z,0,0,0,Man Utd,455
Gabriel Martinelli Silva,9,21,2025-01-15T20:00:00Z,0,0,29,Arsenal,19
Yasin Ayari,600,21,2025-01-16T19:30:00Z,0,0,90,Brighton,166
Callum Olusesi,683,21,2025-01-15T20:00:00Z,0,0,0,Spurs,595
Mikel Merino,633,21,2025-01-15T20:00:00Z,0,0,3,Arsenal,22
Jamaldeen Jimoh,710,21,2025-01-15T19:30:00Z,0,0,0,Aston Villa,NA
Facundo Buonanotte,117,21,2025-01-15T19:30:00Z,0,0,65,Leicester,168
Caoimhin Kelleher,325,21,2025-01-14T20:00:00Z,0,0,0,Liverpool,101
Odeluga Offiah,139,21,2025-01-16T19:30:00Z,0,0,0,Brighton,NA
Lino da Cruz Sousa,56,21,2025-01-15T19:30:00Z,0,0,0,Aston Villa,45
Amario Cozier-Duberry,118,21,2025-01-16T19:30:00Z,0,0,0,Brighton,NA
Emerson Leite de Souza Junior,487,21,2025-01-15T20:00:00Z,0,0,0,Spurs,NA
Kai Havertz,4,21,2025-01-15T20:00:00Z,0,0,90,Arsenal,30
Scott Carson,344,21,2025-01-14T19:30:00Z,0,0,0,Man City,NA
Ethan Brierley,87,21,2025-01-14T19:30:00Z,0,0,0,Brentford,NA
Andrey Nascimento dos Santos,150,21,2025-01-14T19:30:00Z,0,0,0,Chelsea,246
Rico Henry,92,21,2025-01-14T19:30:00Z,0,0,3,Brentford,109
Mateusz Lis,465,21,2025-01-16T20:00:00Z,0,0,0,Southampton,NA
Yoane Wissa,110,21,2025-01-14T19:30:00Z,1,0,90,Brentford,135
Daniel Iversen,294,21,2025-01-15T19:30:00Z,0,0,0,Leicester,NA
Mads Hermansen,293,21,2025-01-15T19:30:00Z,0,0,0,Leicester,679
Rob Holding,202,21,2025-01-15T19:30:00Z,0,0,0,Crystal Palace,264
Ismaïla Sarr,585,21,2025-01-15T19:30:00Z,0,1,90,Crystal Palace,267
Jarrod Bowen,514,21,2025-01-14T19:30:00Z,0,0,0,West Ham,624
Mark O’Mahony,138,21,2025-01-16T19:30:00Z,0,0,0,Brighton,NA
Ryan Sessegnon,579,21,2025-01-14T19:30:00Z,0,0,0,Fulham,328
Josh Dasilva,90,21,2025-01-14T19:30:00Z,0,0,0,Brentford,NA
Jadon Sancho,386,21,2025-01-14T19:30:00Z,0,0,90,Chelsea,456
Sam Johnstone,204,21,2025-01-15T19:30:00Z,0,0,0,Wolves,627
Jonny Evans,371,21,2025-01-16T20:00:00Z,0,0,0,Man Utd,NA
Mohamed Salah,328,21,2025-01-14T20:00:00Z,0,0,90,Liverpool,381
Federico Chiesa,636,21,2025-01-14T20:00:00Z,0,0,0,Liverpool,385
Timothy Castagne,244,21,2025-01-14T19:30:00Z,0,0,90,Fulham,319
Tariq Lamptey,131,21,2025-01-16T19:30:00Z,0,0,0,Brighton,150
Ola Aina,422,21,2025-01-14T20:00:00Z,0,0,90,Nott'm Forest,507
Taiwo Awoniyi,424,21,2025-01-14T20:00:00Z,0,0,1,Nott'm Forest,527
Leandro Trossard,23,21,2025-01-15T20:00:00Z,1,0,76,Arsenal,20
Jacob Greaves,270,21,2025-01-16T19:30:00Z,0,0,90,Ipswich,NA
Issa Kaboré,626,21,2025-01-14T19:30:00Z,0,0,0,Man City,NA
Alfie Whiteman,510,21,2025-01-15T20:00:00Z,0,0,0,Spurs,NA
Séamus Coleman,221,21,2025-01-15T19:30:00Z,0,0,0,Everton,294
Fabian Schär,415,21,2025-01-15T19:30:00Z,0,0,0,Newcastle,474
Nicolas Jackson,180,21,2025-01-14T19:30:00Z,0,1,90,Chelsea,251
Joe White,419,21,2025-01-15T19:30:00Z,0,0,0,Newcastle,498
Jamie Vardy,306,21,2025-01-15T19:30:00Z,0,0,90,Leicester,NA
Miguel Almirón Rejala,391,21,2025-01-15T19:30:00Z,0,0,12,Newcastle,NA
James Garner,223,21,2025-01-15T19:30:00Z,0,0,0,Everton,303
Marcus Tavernier,83,21,2025-01-14T19:30:00Z,0,0,0,Bournemouth,84
Lewis Dobbin,37,21,2025-01-15T19:30:00Z,0,0,0,Aston Villa,57
Viljami Sinisalo,55,21,2025-01-15T19:30:00Z,0,0,0,Aston Villa,NA
Omari Kellyman,173,21,2025-01-14T19:30:00Z,0,0,0,Chelsea,NA
Jayce Fitzgerald,673,21,2025-01-16T20:00:00Z,0,0,0,Man Utd,461
Daniel Castelo Podence,562,21,2025-01-15T19:30:00Z,0,0,0,Wolves,NA
Martial Godo,605,21,2025-01-14T19:30:00Z,0,0,0,Fulham,333
Harrison Reed,254,21,2025-01-14T19:30:00Z,0,0,0,Fulham,336
Guido Rodríguez,588,21,2025-01-14T19:30:00Z,0,0,80,West Ham,618
Will Alves,606,21,2025-01-15T19:30:00Z,0,0,0,Leicester,NA
Carlos Baleba,115,21,2025-01-16T19:30:00Z,0,0,90,Brighton,167
James Hill,68,21,2025-01-14T19:30:00Z,0,0,21,Bournemouth,77
David Datro Fofana,164,21,2025-01-14T19:30:00Z,0,0,0,Chelsea,NA
Ryan Fraser,397,21,2025-01-16T20:00:00Z,0,0,0,Southampton,NA
Ângelo Gabriel Borges Damaceno,151,21,2025-01-14T19:30:00Z,0,0,0,Chelsea,NA
Nathan Patterson,234,21,2025-01-15T19:30:00Z,0,0,0,Everton,296
Robin Olsen,51,21,2025-01-15T19:30:00Z,0,0,0,Aston Villa,NA
Malachi Hardy,684,21,2025-01-15T20:00:00Z,0,0,0,Spurs,NA
Mathias Jensen,95,21,2025-01-14T19:30:00Z,0,0,67,Brentford,126
Bart Verbruggen,146,21,2025-01-16T19:30:00Z,0,0,90,Brighton,139
Dango Ouattara,74,21,2025-01-14T19:30:00Z,0,0,90,Bournemouth,83
Emmanuel Agbadou,720,21,2025-01-15T19:30:00Z,0,0,90,Wolves,631
Emmanuel Dennis,430,21,2025-01-14T20:00:00Z,0,0,0,Nott'm Forest,NA
Yehor Yarmoliuk,111,21,2025-01-14T19:30:00Z,0,0,11,Brentford,129
Julián Álvarez,352,21,2025-01-14T19:30:00Z,0,0,0,Man City,NA
Tyler Dibling,608,21,2025-01-16T20:00:00Z,0,1,62,Southampton,707
Paul Onuachu,470,21,2025-01-16T20:00:00Z,0,0,7,Southampton,NA
Bobby Clark,315,21,2025-01-14T20:00:00Z,0,0,0,Liverpool,NA
Amara Nallo,692,21,2025-01-14T20:00:00Z,0,0,0,Liverpool,378
Kieran Tierney,21,21,2025-01-15T20:00:00Z,0,0,13,Arsenal,NA
Orel Mangala,651,21,2025-01-15T19:30:00Z,0,0,90,Everton,NA
Darwin Núñez Ribeiro,316,21,2025-01-14T20:00:00Z,0,0,0,Liverpool,397
Josh Bowler,426,21,2025-01-14T20:00:00Z,0,0,0,Nott'm Forest,NA
Sugawara Yukinari,474,21,2025-01-16T20:00:00Z,0,0,90,Southampton,NA
Aaron Wan-Bissaka,388,21,2025-01-14T19:30:00Z,0,1,90,West Ham,610
Bobby De Cordova-Reid,290,21,2025-01-15T19:30:00Z,0,0,0,Leicester,NA
Manuel Ugarte,652,21,2025-01-16T20:00:00Z,0,0,53,Man Utd,459
Nathan Broadhead,262,21,2025-01-16T19:30:00Z,0,0,90,Ipswich,NA
Matheus Luiz Nunes,356,21,2025-01-14T19:30:00Z,0,0,90,Man City,407
Ben Broggio,679,21,2025-01-15T19:30:00Z,0,0,0,Aston Villa,60
Jake O'Brien,582,21,2025-01-15T19:30:00Z,0,0,7,Everton,293
Cameron Peupion,140,21,2025-01-16T19:30:00Z,0,0,0,Brighton,NA
Felipe Rodrigues da Silva,653,21,2025-01-14T20:00:00Z,0,0,1,Nott'm Forest,511
Kosta Nedeljković,50,21,2025-01-15T19:30:00Z,0,0,0,Aston Villa,NA
Jay Stansfield,256,21,2025-01-14T19:30:00Z,0,0,0,Fulham,NA
Dominic Sadi,723,21,2025-01-14T19:30:00Z,0,0,0,Bournemouth,94
Nikola Milenković,573,21,2025-01-14T20:00:00Z,0,0,90,Nott'm Forest,505
Sepp van den Berg,338,21,2025-01-14T19:30:00Z,0,0,90,Brentford,113
Kevin Mbabu,250,21,2025-01-14T19:30:00Z,0,0,0,Fulham,NA
Malang Sarr,176,21,2025-01-14T19:30:00Z,0,0,0,Chelsea,NA
Jarrad Branthwaite,219,21,2025-01-15T19:30:00Z,0,0,90,Everton,290
Ferdi Kadioglu,628,21,2025-01-16T19:30:00Z,0,0,0,Brighton,148
Mats Wieffer,149,21,2025-01-16T19:30:00Z,0,0,0,Brighton,173
Kyle Walker,363,21,2025-01-14T19:30:00Z,0,0,0,Man City,187
Shea Charles,458,21,2025-01-16T20:00:00Z,0,0,0,Southampton,NA
Samuel Edozie,459,21,2025-01-16T20:00:00Z,0,0,0,Southampton,NA
Robert Sánchez,185,21,2025-01-14T19:30:00Z,0,0,90,Chelsea,220
Sergio Reguilón,496,21,2025-01-15T20:00:00Z,0,0,0,Spurs,NA
Asmir Begovic,624,21,2025-01-15T19:30:00Z,0,0,0,Everton,NA
Martin Sherif,724,21,2025-01-15T19:30:00Z,0,0,0,Everton,313
Conor Townsend,583,21,2025-01-16T19:30:00Z,0,0,0,Ipswich,NA
Ricardo Barbosa Pereira,302,21,2025-01-15T19:30:00Z,0,0,0,Leicester,NA
Massimo Luongo,277,21,2025-01-16T19:30:00Z,0,0,0,Ipswich,NA
Harvey Elliott,319,21,2025-01-14T20:00:00Z,0,0,0,Liverpool,389
Garang Kuol,406,21,2025-01-15T19:30:00Z,0,0,0,Newcastle,496
Rúben Gato Alves Dias,361,21,2025-01-14T19:30:00Z,0,0,0,Man City,408
Romelu Lukaku Bolingoli,175,21,2025-01-14T19:30:00Z,0,0,0,Chelsea,NA
Ben Chilwell,160,21,2025-01-14T19:30:00Z,0,0,0,Chelsea,NA
George Hirst,272,21,2025-01-16T19:30:00Z,0,0,6,Ipswich,NA
Daniel Jebbison,69,21,2025-01-14T19:30:00Z,0,0,7,Bournemouth,NA
Tyrick Mitchell,210,21,2025-01-15T19:30:00Z,0,0,78,Crystal Palace,258
Myles Peart-Harris,103,21,2025-01-14T19:30:00Z,0,0,0,Brentford,133
Mahmoud Dahoud,119,21,2025-01-16T19:30:00Z,0,0,0,Brighton,NA
Jonathan Panzo,441,21,2025-01-14T20:00:00Z,0,0,0,Nott'm Forest,NA
Nico O'Reilly,607,21,2025-01-14T19:30:00Z,0,0,0,Man City,411
Aaron Ramsdale,14,21,2025-01-16T20:00:00Z,0,0,90,Southampton,674
Moussa Diaby,34,21,2025-01-15T19:30:00Z,0,0,0,Aston Villa,NA
Micky van de Ven,506,21,2025-01-15T20:00:00Z,0,0,0,Spurs,575
Igor Thiago Nascimento Rodrigues,107,21,2025-01-14T19:30:00Z,0,0,0,Brentford,136
Kaden Rodney,647,21,2025-01-15T19:30:00Z,0,0,0,Crystal Palace,281
