name,id_2025,GW,kickoff_time,goals_scored,assists,minutes,team,id_2026
Joshua Zirkzee,389,1,2025-04-06T15:30:00Z,0,0,19,Man Utd,466
-4985,NA,NA,,NA,True,NA,6702,NA
Martin Ødegaard,13,1,2025-04-05T11:30:00Z,0,0,19,Arsenal,17
-3214,NA,NA,,NA,False,NA,21501,NA
Cesare Casadei,158,0,2025-04-06T13:00:00Z,0,0,0,Chelsea,NA
-122,NA,NA,,NA,False,NA,122,NA
Jaden Philogene,569,1,2025-04-05T14:00:00Z,0,0,9,Ipswich,NA
-487,NA,NA,,NA,True,NA,678,NA
Mario Lemina,557,0,2025-04-05T14:00:00Z,0,0,0,Wolves,NA
-115,NA,NA,,NA,False,NA,115,NA
Hubert Graczyk,783,0,2025-04-06T15:30:00Z,0,0,0,Man Utd,NA
5,NA,NA,,NA,True,NA,15,NA
Jack Fletcher,667,0,2025-04-06T15:30:00Z,0,0,0,Man Utd,462
-9,NA,NA,,NA,True,NA,16,NA
Josh Acheampong,697,0,2025-04-06T13:00:00Z,0,0,0,Chelsea,233
-132,NA,NA,,NA,False,NA,285,NA
Adam Wharton,216,2,2025-04-05T14:00:00Z,0,0,81,Crystal Palace,273
-24,NA,NA,,NA,True,NA,219,NA
Omar Marmoush,755,2,2025-04-06T15:30:00Z,0,0,90,Man City,413
525986,NA,NA,,NA,False,NA,40175,NA
Luis Sinisterra,80,0,2025-04-05T14:00:00Z,0,0,0,Bournemouth,91
-130,NA,NA,,NA,False,NA,137,NA
Michael Keane,228,0,2025-04-05T11:30:00Z,0,0,0,Everton,295
4979,NA,NA,,NA,True,NA,18442,NA
Ben Godfrey,715,0,2025-04-05T14:00:00Z,0,0,0,Ipswich,NA
74,NA,NA,,NA,True,NA,232,NA
Omar Richards,438,0,2025-04-05T16:30:00Z,0,0,0,Nott'm Forest,512
-7,NA,NA,,NA,False,NA,7,NA
Álex Moreno Lopera,26,0,2025-04-05T16:30:00Z,0,0,0,Nott'm Forest,43
-1532,NA,NA,,NA,False,NA,1678,NA
Ezra Mayers,686,0,2025-04-05T14:00:00Z,0,0,0,West Ham,NA
39,NA,NA,,NA,True,NA,33,NA
Stephy Mavididi,298,1,2025-04-07T19:00:00Z,0,0,45,Leicester,NA
-403,NA,NA,,NA,True,NA,445,NA
Anthony Gordon,398,0,2025-04-07T19:00:00Z,0,0,0,Newcastle,485
3639,NA,NA,,NA,False,NA,39295,NA
Diego Carlos Santos Silva,35,0,2025-04-05T16:30:00Z,0,0,0,Aston Villa,NA
-123,NA,NA,,NA,True,NA,123,NA
Facundo Pellistri Rebollo,384,0,2025-04-06T15:30:00Z,0,0,0,Man Utd,NA
0,NA,NA,,NA,True,NA,0,NA
Trent Alexander-Arnold,311,0,2025-04-06T13:00:00Z,0,0,0,Liverpool,NA
-339290,NA,NA,,NA,False,NA,343346,NA
Josh King,604,0,2025-04-06T13:00:00Z,0,0,0,Fulham,335
-56,NA,NA,,NA,True,NA,136,NA
Matt O'Riley,629,2,2025-04-05T14:00:00Z,0,0,62,Brighton,164
-15,NA,NA,,NA,False,NA,65,NA
Wanya Marçal-Madivádua,297,0,2025-04-07T19:00:00Z,0,0,0,Leicester,NA
-3,NA,NA,,NA,True,NA,3,NA
Jamal Lewis,408,0,2025-04-07T19:00:00Z,0,0,0,Newcastle,NA
-71,NA,NA,,NA,False,NA,71,NA
Nuno Herlander Simões Espírito Santo,747,1,2025-04-05T16:30:00Z,0,0,0,Nott'm Forest,NA
-373,NA,NA,,NA,False,NA,924,NA
Jørgen Strand Larsen,566,6,2025-04-05T14:00:00Z,1,0,90,Wolves,654
203037,NA,NA,,NA,False,NA,19010,NA
Jack Harrison,224,6,2025-04-05T11:30:00Z,0,1,86,Everton,352
-1001,NA,NA,,NA,True,NA,1661,NA
Benjamin Arthur,705,0,2025-04-06T13:00:00Z,0,0,0,Brentford,114
-2,NA,NA,,NA,True,NA,90,NA
Riccardo Calafiori,578,0,2025-04-05T11:30:00Z,0,0,0,Arsenal,7
-4664,NA,NA,,NA,False,NA,4750,NA
Luke Cundle,540,0,2025-04-05T14:00:00Z,0,0,0,Wolves,NA
-119,NA,NA,,NA,False,NA,119,NA
Jan Bednarek,455,1,2025-04-06T13:00:00Z,0,0,90,Southampton,NA
-6372,NA,NA,,NA,False,NA,10320,NA
André Onana,383,11,2025-04-06T15:30:00Z,0,0,90,Man Utd,432
-16236,NA,NA,,NA,True,NA,18010,NA
Odsonne Edouard,198,0,2025-04-07T19:00:00Z,0,0,0,Leicester,285
-53,NA,NA,,NA,True,NA,209,NA
Deivid Washington de Souza Eugênio,165,0,2025-04-06T13:00:00Z,0,0,0,Chelsea,NA
-80,NA,NA,,NA,False,NA,80,NA
Lewis O'Brien,439,0,2025-04-05T16:30:00Z,0,0,0,Nott'm Forest,520
-1,NA,NA,,NA,False,NA,1,NA
Bukayo Saka,17,1,2025-04-05T11:30:00Z,0,0,45,Arsenal,16
895003,NA,NA,,NA,False,NA,14901,NA
Alex Mighten,435,0,2025-04-05T16:30:00Z,0,0,0,Nott'm Forest,NA
-4,NA,NA,,NA,False,NA,4,NA
Jacob Slater,685,0,2025-04-05T14:00:00Z,0,0,0,Brighton,155
4,NA,NA,,NA,False,NA,90,NA
Vítor Manuel de Oliveira Lopes Pereira,751,8,2025-04-05T14:00:00Z,0,0,0,Wolves,NA
349,NA,NA,,NA,False,NA,368,NA
Djed Spence,504,5,2025-04-06T13:00:00Z,0,1,90,Spurs,573
5904,NA,NA,,NA,True,NA,6209,NA
Hamza Choudhury,287,0,2025-04-07T19:00:00Z,0,0,0,Leicester,NA
-7164,NA,NA,,NA,True,NA,7164,NA
Wesley Fofana,189,0,2025-04-06T13:00:00Z,0,0,0,Chelsea,230
-329,NA,NA,,NA,False,NA,595,NA
Kieran McKenna,743,1,2025-04-05T14:00:00Z,0,0,0,Ipswich,NA
136,NA,NA,,NA,True,NA,76,NA
Lucas Digne,36,0,2025-04-05T16:30:00Z,0,0,0,Aston Villa,37
82114,NA,NA,,NA,True,NA,27557,NA
Joe Aribo,452,2,2025-04-06T13:00:00Z,0,0,63,Southampton,NA
-416,NA,NA,,NA,False,NA,435,NA
Killian Cahill,668,0,2025-04-05T14:00:00Z,0,0,0,Brighton,NA
-3709,NA,NA,,NA,False,NA,4094,NA
Fábio Ferreira Vieira,1,0,2025-04-05T11:30:00Z,0,0,0,Arsenal,23
-2,NA,NA,,NA,False,NA,2,NA
Guglielmo Vicario,508,3,2025-04-06T13:00:00Z,0,0,90,Spurs,565
18905,NA,NA,,NA,True,NA,2995,NA
Ruben Filipe Marques Diogo Amorim,745,10,2025-04-06T15:30:00Z,0,0,0,Man Utd,NA
-2396,NA,NA,,NA,True,NA,2960,NA
Tony Yogane,661,0,2025-04-06T13:00:00Z,0,0,0,Brentford,NA
-11,NA,NA,,NA,True,NA,11,NA
Ben Winterburn,687,1,2025-04-05T14:00:00Z,0,0,12,Bournemouth,96
-10,NA,NA,,NA,False,NA,72,NA
Nathan Fraser,546,0,2025-04-05T14:00:00Z,0,0,0,Wolves,658
-661,NA,NA,,NA,False,NA,661,NA
Christian Walton,283,0,2025-04-05T14:00:00Z,0,0,0,Ipswich,NA
-267,NA,NA,,NA,True,NA,355,NA
Matthijs de Ligt,593,0,2025-04-06T15:30:00Z,0,0,0,Man Utd,436
-5482,NA,NA,,NA,True,NA,6798,NA
Jack Hinshelwood,126,2,2025-04-05T14:00:00Z,0,0,90,Brighton,163
-147,NA,NA,,NA,False,NA,315,NA
Antoine Semenyo,78,6,2025-04-05T14:00:00Z,0,1,90,Bournemouth,82
-94043,NA,NA,,NA,False,NA,116105,NA
Marshall Munetsi,770,2,2025-04-05T14:00:00Z,0,0,90,Wolves,648
-36,NA,NA,,NA,False,NA,2655,NA
Will Dennis,599,0,2025-04-05T14:00:00Z,0,0,0,Bournemouth,68
453,NA,NA,,NA,False,NA,942,NA
Omari Giraud-Hutchinson,274,0,2025-04-05T14:00:00Z,0,0,0,Ipswich,NA
-2212,NA,NA,,NA,True,NA,2466,NA
Dane Scarlett,500,0,2025-04-06T13:00:00Z,0,0,0,Spurs,599
3312,NA,NA,,NA,True,NA,6809,NA
Joe Lumley,466,0,2025-04-06T13:00:00Z,0,0,0,Southampton,NA
-2321,NA,NA,,NA,False,NA,2397,NA
Dwight McNeil,230,1,2025-04-05T11:30:00Z,0,0,3,Everton,300
-548,NA,NA,,NA,True,NA,593,NA
Kim Ji-soo,96,0,2025-04-06T13:00:00Z,0,0,0,Brentford,117
-638,NA,NA,,NA,True,NA,727,NA
Franco Umeh-Chibueze,644,0,2025-04-05T14:00:00Z,0,0,0,Crystal Palace,282
5,NA,NA,,NA,True,NA,78,NA
Andy Irving,576,0,2025-04-05T14:00:00Z,0,0,0,West Ham,621
-11,NA,NA,,NA,True,NA,22,NA
Karl Hein,5,0,2025-04-05T11:30:00Z,0,0,0,Arsenal,3
-14,NA,NA,,NA,False,NA,14,NA
Nathaniel Clyne,196,0,2025-04-05T14:00:00Z,0,0,0,Crystal Palace,263
63,NA,NA,,NA,True,NA,97,NA
Saša Lukić,249,1,2025-04-06T13:00:00Z,0,0,75,Fulham,332
-13,NA,NA,,NA,True,NA,38,NA
Kevin De Bruyne,345,3,2025-04-06T15:30:00Z,0,0,90,Man City,NA
-5636,NA,NA,,NA,False,NA,8158,NA
Godwill Kukonki,691,0,2025-04-06T15:30:00Z,0,0,0,Man Utd,NA
0,NA,NA,,NA,True,NA,21,NA
Norberto Murara Neto,73,0,2025-04-05T11:30:00Z,0,0,0,Arsenal,66
-554,NA,NA,,NA,False,NA,890,NA
Tyrell Malacia,379,0,2025-04-06T15:30:00Z,0,0,0,Man Utd,448
-10,NA,NA,,NA,True,NA,10,NA
Lucas Tolentino Coelho de Lima,527,2,2025-04-05T14:00:00Z,0,0,90,West Ham,612
746,NA,NA,,NA,True,NA,509,NA
Lewis Dunk,120,1,2025-04-05T14:00:00Z,0,0,90,Brighton,146
1483,NA,NA,,NA,False,NA,3346,NA
Jayden Danns,709,0,2025-04-06T13:00:00Z,0,0,0,Liverpool,398
-54,NA,NA,,NA,False,NA,54,NA
Mason Holgate,225,0,2025-04-05T11:30:00Z,0,0,0,Everton,NA
-94,NA,NA,,NA,True,NA,94,NA
Kurt Zouma,532,0,2025-04-05T14:00:00Z,0,0,0,West Ham,NA
-28,NA,NA,,NA,True,NA,28,NA
Sékou Mara,468,0,2025-04-06T13:00:00Z,0,0,0,Southampton,NA
-5,NA,NA,,NA,False,NA,5,NA
Joseph O'Brien-Whitmarsh,693,0,2025-04-06T13:00:00Z,0,0,0,Southampton,NA
-3,NA,NA,,NA,False,NA,3,NA
Antony Matheus dos Santos,365,0,2025-04-06T15:30:00Z,0,0,0,Man Utd,454
-34,NA,NA,,NA,True,NA,34,NA
Dara O'Shea,630,4,2025-04-05T14:00:00Z,0,1,90,Ipswich,NA
-1236,NA,NA,,NA,True,NA,10365,NA
Kalvin Phillips,359,0,2025-04-05T14:00:00Z,0,0,0,Ipswich,429
-4,NA,NA,,NA,True,NA,43,NA
Ibrahima Konaté,326,1,2025-04-06T13:00:00Z,0,0,66,Liverpool,374
60425,NA,NA,,NA,False,NA,25396,NA
Chadi Riad Dnanou,195,0,2025-04-05T14:00:00Z,0,0,0,Crystal Palace,262
11,NA,NA,,NA,True,NA,22,NA
Freddie Ladapo,276,0,2025-04-05T14:00:00Z,0,0,0,Ipswich,NA
-234,NA,NA,,NA,True,NA,234,NA
Levi Colwill,162,0,2025-04-06T13:00:00Z,0,0,0,Chelsea,227
-11027,NA,NA,,NA,False,NA,25992,NA
Nick Pope,413,6,2025-04-07T19:00:00Z,0,0,90,Newcastle,469
93183,NA,NA,,NA,False,NA,17354,NA
Jorge Luiz Frello Filho,7,1,2025-04-05T11:30:00Z,0,0,70,Arsenal,NA
-108,NA,NA,,NA,False,NA,179,NA
Oliwier Zych,641,0,2025-04-05T16:30:00Z,0,0,0,Aston Villa,NA
-649,NA,NA,,NA,True,NA,745,NA
Luke Woolfenden,284,0,2025-04-05T14:00:00Z,0,0,0,Ipswich,NA
-1375,NA,NA,,NA,True,NA,1749,NA
Łukasz Fabiański,521,0,2025-04-05T14:00:00Z,0,0,0,West Ham,NA
-104672,NA,NA,,NA,True,NA,109004,NA
Idrissa Gueye,222,2,2025-04-05T11:30:00Z,0,0,90,Everton,302
-4005,NA,NA,,NA,True,NA,4654,NA
Joe Gomez,322,0,2025-04-06T13:00:00Z,0,0,0,Liverpool,376
-209,NA,NA,,NA,False,NA,219,NA
Dominic Calvert-Lewin,220,0,2025-04-05T11:30:00Z,0,0,0,Everton,691
-741,NA,NA,,NA,True,NA,834,NA
Yerson Mosquera,558,0,2025-04-05T14:00:00Z,0,0,0,Wolves,634
-1590,NA,NA,,NA,False,NA,4399,NA
Sil Swinkels,640,0,2025-04-05T16:30:00Z,0,0,0,Aston Villa,NA
-51,NA,NA,,NA,True,NA,51,NA
Konstantinos Tsimikas,337,0,2025-04-06T13:00:00Z,0,0,0,Liverpool,377
-376,NA,NA,,NA,False,NA,696,NA
Christian Nørgaard,101,3,2025-04-06T13:00:00Z,0,0,90,Brentford,24
-371,NA,NA,,NA,True,NA,1285,NA
Emiliano Martínez Romero,47,1,2025-04-05T16:30:00Z,0,0,90,Aston Villa,32
46635,NA,NA,,NA,True,NA,31005,NA
Luca Williams-Barnett,689,0,2025-04-06T13:00:00Z,0,0,0,Spurs,NA
-3,NA,NA,,NA,True,NA,3,NA
Declan Rice,16,2,2025-04-05T11:30:00Z,0,0,90,Arsenal,21
-1187,NA,NA,,NA,False,NA,9048,NA
Dejan Kulusevski,492,0,2025-04-06T13:00:00Z,0,0,0,Spurs,583
-22723,NA,NA,,NA,True,NA,22830,NA
Pascal Groß,125,0,2025-04-05T14:00:00Z,0,0,0,Brighton,NA
-3,NA,NA,,NA,False,NA,3,NA
Gabriel dos Santos Magalhães,3,0,2025-04-05T11:30:00Z,0,0,0,Arsenal,5
-1199358,NA,NA,,NA,False,NA,1204606,NA
Cody Gakpo,321,1,2025-04-06T13:00:00Z,0,0,54,Liverpool,384
-49407,NA,NA,,NA,False,NA,63377,NA
Salah-Eddine Oulad M'hand,638,0,2025-04-05T11:30:00Z,0,0,0,Arsenal,NA
3,NA,NA,,NA,False,NA,20,NA
Mohammed Kudus,525,4,2025-04-05T14:00:00Z,0,1,83,West Ham,582
-12450,NA,NA,,NA,True,NA,12984,NA
Benicio Baker-Boaitey,114,0,2025-04-05T14:00:00Z,0,0,0,Brighton,NA
-1,NA,NA,,NA,False,NA,1,NA
Vitaly Janelt,94,1,2025-04-06T13:00:00Z,0,0,24,Brentford,125
-534,NA,NA,,NA,True,NA,576,NA
Adama Traoré,239,1,2025-04-06T13:00:00Z,0,0,8,Fulham,326
-3978,NA,NA,,NA,True,NA,5595,NA
Jens Cajuste,619,2,2025-04-05T14:00:00Z,0,0,80,Ipswich,NA
569,NA,NA,,NA,True,NA,1291,NA
Tommy Setford,639,0,2025-04-05T11:30:00Z,0,0,0,Arsenal,4
-9,NA,NA,,NA,False,NA,48,NA
Alexis Mac Allister,329,9,2025-04-06T13:00:00Z,1,0,90,Liverpool,386
-1201,NA,NA,,NA,False,NA,3666,NA
Endo Wataru,320,0,2025-04-06T13:00:00Z,0,0,0,Liverpool,392
-45,NA,NA,,NA,False,NA,132,NA
João Pedro Ferreira Silva,596,5,2025-04-05T16:30:00Z,1,0,45,Nott'm Forest,518
-77,NA,NA,,NA,False,NA,232,NA
Ashley Phillips,478,0,2025-04-06T13:00:00Z,0,0,0,Spurs,576
-86,NA,NA,,NA,True,NA,86,NA
Keane Lewis-Potter,98,3,2025-04-06T13:00:00Z,0,0,90,Brentford,107
-384,NA,NA,,NA,True,NA,436,NA
Mikel Arteta,735,4,2025-04-05T11:30:00Z,0,0,0,Arsenal,NA
591,NA,NA,,NA,False,NA,616,NA
Ben Johnson,275,1,2025-04-05T14:00:00Z,0,0,90,Ipswich,NA
-6285,NA,NA,,NA,True,NA,6968,NA
Michael Golding,292,0,2025-04-07T19:00:00Z,0,0,0,Leicester,NA
-276,NA,NA,,NA,True,NA,315,NA
João Félix Sequeira,621,0,2025-04-06T13:00:00Z,0,0,0,Chelsea,NA
-123,NA,NA,,NA,False,NA,123,NA
Remi Matthews,209,0,2025-04-05T14:00:00Z,0,0,0,Crystal Palace,255
-1936,NA,NA,,NA,True,NA,2098,NA
Zach Marsh,676,0,2025-04-05T14:00:00Z,0,0,0,Crystal Palace,286
-519,NA,NA,,NA,True,NA,944,NA
Alfie Gilchrist,170,0,2025-04-06T13:00:00Z,0,0,0,Chelsea,NA
-15,NA,NA,,NA,False,NA,15,NA
Nayef Aguerd,529,0,2025-04-05T14:00:00Z,0,0,0,West Ham,607
-3,NA,NA,,NA,True,NA,3,NA
Emile Smith Rowe,19,0,2025-04-06T13:00:00Z,0,0,14,Fulham,325
-18210,NA,NA,,NA,True,NA,20363,NA
Daniel Adu-Adjei,722,0,2025-04-05T14:00:00Z,0,0,0,Bournemouth,99
-25,NA,NA,,NA,False,NA,262,NA
Enes Ünal,65,0,2025-04-05T14:00:00Z,0,0,0,Bournemouth,98
-73,NA,NA,,NA,False,NA,110,NA
Lucas Bergström,154,0,2025-04-06T13:00:00Z,0,0,0,Chelsea,NA
-162,NA,NA,,NA,False,NA,453,NA
Kacper Kozłowski,130,0,2025-04-05T14:00:00Z,0,0,0,Brighton,NA
0,NA,NA,,NA,False,NA,0,NA
Francisco Evanilson de Lima Barbosa,617,13,2025-04-05T14:00:00Z,2,0,89,Bournemouth,97
22885,NA,NA,,NA,False,NA,56290,NA
Axel Tuanzebe,282,2,2025-04-05T14:00:00Z,0,0,80,Ipswich,198
-2382,NA,NA,,NA,True,NA,4009,NA
Gabriel Fernando de Jesus,2,0,2025-04-05T11:30:00Z,0,0,0,Arsenal,31
-560,NA,NA,,NA,False,NA,613,NA
Iliman Ndiaye,232,9,2025-04-05T11:30:00Z,1,0,74,Everton,299
-2686,NA,NA,,NA,True,NA,5173,NA
Ruairi McConville,681,0,2025-04-05T14:00:00Z,0,0,0,Brighton,NA
-25,NA,NA,,NA,False,NA,25,NA
David Raya Martin,15,2,2025-04-05T11:30:00Z,0,0,90,Arsenal,1
197158,NA,NA,,NA,False,NA,39581,NA
Callan McKenna,727,0,2025-04-05T14:00:00Z,0,0,0,Bournemouth,69
42,NA,NA,,NA,False,NA,46,NA
Enso González,547,0,2025-04-05T14:00:00Z,0,0,0,Wolves,NA
-47,NA,NA,,NA,False,NA,113,NA
Archie Gray,489,1,2025-04-06T13:00:00Z,0,0,10,Spurs,591
-665,NA,NA,,NA,True,NA,798,NA
Eiran Cashin,763,0,2025-04-05T14:00:00Z,0,0,0,Brighton,154
26,NA,NA,,NA,False,NA,67,NA
Christopher Nkunku,181,1,2025-04-06T13:00:00Z,0,0,45,Chelsea,240
-24329,NA,NA,,NA,False,NA,24767,NA
Manuel Akanji,340,0,2025-04-06T15:30:00Z,0,0,0,Man City,404
-1160,NA,NA,,NA,False,NA,1186,NA
Nico González,765,0,2025-04-06T15:30:00Z,0,0,0,Man City,423
-477,NA,NA,,NA,False,NA,628,NA
Kaelan Casey,643,0,2025-04-05T14:00:00Z,0,0,0,West Ham,611
-56,NA,NA,,NA,True,NA,120,NA
Ryan Gravenberch,323,5,2025-04-06T13:00:00Z,0,1,90,Liverpool,390
-735,NA,NA,,NA,False,NA,1662,NA
Joe Willock,420,0,2025-04-07T19:00:00Z,0,0,0,Newcastle,494
-155,NA,NA,,NA,False,NA,331,NA
Mark Flekken,91,10,2025-04-06T13:00:00Z,0,0,90,Brentford,NA
-52911,NA,NA,,NA,True,NA,64479,NA
Lewis Cook,64,1,2025-04-05T14:00:00Z,0,0,90,Bournemouth,88
318,NA,NA,,NA,False,NA,468,NA
Alex Iwobi,247,13,2025-04-06T13:00:00Z,1,1,81,Fulham,324
-38442,NA,NA,,NA,True,NA,41865,NA
Ethan Nwaneri,12,1,2025-04-05T11:30:00Z,0,0,45,Arsenal,25
-61216,NA,NA,,NA,False,NA,67292,NA
Ross Stewart,473,1,2025-04-06T13:00:00Z,0,0,7,Southampton,NA
-4025,NA,NA,,NA,False,NA,6515,NA
Jimi Gower,790,0,2025-04-05T11:30:00Z,0,0,0,Arsenal,NA
5,NA,NA,,NA,False,NA,5,NA
Matt Doherty,543,2,2025-04-05T14:00:00Z,0,0,64,Wolves,632
5977,NA,NA,,NA,False,NA,1802,NA
Alejo Véliz,507,0,2025-04-06T13:00:00Z,0,0,0,Spurs,NA
0,NA,NA,,NA,True,NA,0,NA
Ilkay Gündogan,625,3,2025-04-06T15:30:00Z,0,0,73,Man City,420
-452,NA,NA,,NA,False,NA,1119,NA
Isaac Hayden,400,0,2025-04-07T19:00:00Z,0,0,0,Newcastle,495
-51,NA,NA,,NA,False,NA,51,NA
Wilson Odobert,612,1,2025-04-06T13:00:00Z,0,0,33,Spurs,588
487,NA,NA,,NA,True,NA,469,NA
Donyell Malen,725,10,2025-04-05T16:30:00Z,1,0,61,Aston Villa,53
34,NA,NA,,NA,True,NA,576,NA
Conor Bradley,313,4,2025-04-06T13:00:00Z,0,1,23,Liverpool,375
1898,NA,NA,,NA,False,NA,1062,NA
Tom Cairney,243,0,2025-04-06T13:00:00Z,0,0,0,Fulham,331
-23,NA,NA,,NA,True,NA,34,NA
Jarell Quansah,333,0,2025-04-06T13:00:00Z,0,0,0,Liverpool,NA
-2065,NA,NA,,NA,False,NA,4861,NA
Tyler Fredricson,777,0,2025-04-06T15:30:00Z,0,0,0,Man Utd,446
1,NA,NA,,NA,True,NA,17,NA
Jacob Ramsey,53,1,2025-04-05T16:30:00Z,0,0,28,Aston Villa,52
-937,NA,NA,,NA,True,NA,1939,NA
Emiliano Buendía Stati,31,0,2025-04-05T16:30:00Z,0,0,0,Aston Villa,50
-33,NA,NA,,NA,True,NA,33,NA
James McAtee,357,0,2025-04-06T15:30:00Z,0,0,0,Man City,426
-516,NA,NA,,NA,False,NA,666,NA
Andrew Robertson,335,1,2025-04-06T13:00:00Z,0,0,81,Liverpool,372
26029,NA,NA,,NA,False,NA,6118,NA
Luke Harris,246,0,2025-04-06T13:00:00Z,0,0,0,Fulham,334
-2,NA,NA,,NA,True,NA,2,NA
Youri Tielemans,57,6,2025-04-05T16:30:00Z,0,1,90,Aston Villa,48
-3236,NA,NA,,NA,True,NA,3971,NA
João Neves Virgínia,227,0,2025-04-05T11:30:00Z,0,0,0,Everton,NA
-2263,NA,NA,,NA,True,NA,2590,NA
Oleksandr Zinchenko,25,0,2025-04-05T11:30:00Z,0,0,0,Arsenal,12
492,NA,NA,,NA,False,NA,449,NA
Francisco Jorge Tomás Oliveira,537,0,2025-04-05T14:00:00Z,0,0,0,Wolves,NA
-26,NA,NA,,NA,False,NA,26,NA
Ederson Santana de Moraes,347,6,2025-04-06T15:30:00Z,0,0,90,Man City,399
6913,NA,NA,,NA,False,NA,12756,NA
Andrew Omobamidele,440,0,2025-04-05T16:30:00Z,0,0,0,Nott'm Forest,NA
-21,NA,NA,,NA,False,NA,21,NA
Norberto Bercique Gomes Betuncal,218,2,2025-04-05T11:30:00Z,0,0,64,Everton,311
-96460,NA,NA,,NA,True,NA,111985,NA
Diogo Dalot Teixeira,369,5,2025-04-06T15:30:00Z,0,0,90,Man Utd,440
-8164,NA,NA,,NA,True,NA,15053,NA
Pape Matar Sarr,499,1,2025-04-06T13:00:00Z,0,0,33,Spurs,593
480,NA,NA,,NA,True,NA,1082,NA
Willian Borges da Silva,772,0,2025-04-06T13:00:00Z,0,0,0,Fulham,NA
-54,NA,NA,,NA,True,NA,139,NA
Wes Okoduwa,711,0,2025-04-05T14:00:00Z,0,0,0,Wolves,NA
70,NA,NA,,NA,False,NA,42,NA
Danny Welbeck,148,9,2025-04-05T14:00:00Z,1,0,90,Brighton,178
-9271,NA,NA,,NA,False,NA,14413,NA
Maeson King,700,0,2025-04-06T13:00:00Z,0,0,0,Spurs,NA
-3,NA,NA,,NA,True,NA,49,NA
Yankuba Minteh,135,5,2025-04-05T14:00:00Z,0,1,71,Brighton,160
-27606,NA,NA,,NA,False,NA,29636,NA
Nathan Aké,341,0,2025-04-06T15:30:00Z,0,0,0,Man City,405
-447,NA,NA,,NA,False,NA,473,NA
Lewis Orford,701,0,2025-04-05T14:00:00Z,0,0,0,West Ham,622
3,NA,NA,,NA,True,NA,34,NA
Bernd Leno,248,1,2025-04-06T13:00:00Z,0,0,90,Fulham,314
-6432,NA,NA,,NA,True,NA,9194,NA
Jamaal Lascelles,407,0,2025-04-07T19:00:00Z,0,0,0,Newcastle,480
-12,NA,NA,,NA,False,NA,26,NA
Axel Disasi,167,2,2025-04-05T16:30:00Z,0,0,90,Aston Villa,NA
-1795,NA,NA,,NA,True,NA,3409,NA
Ismeal Kabia,659,0,2025-04-05T11:30:00Z,0,0,0,Arsenal,28
-8,NA,NA,,NA,False,NA,32,NA
Kevin Schade,106,3,2025-04-06T13:00:00Z,0,0,90,Brentford,120
-16082,NA,NA,,NA,True,NA,16951,NA
Victor Kristiansen,296,0,2025-04-07T19:00:00Z,0,0,45,Leicester,NA
-270,NA,NA,,NA,True,NA,337,NA
Damola Ajayi,729,0,2025-04-06T13:00:00Z,0,0,0,Spurs,NA
-2,NA,NA,,NA,True,NA,47,NA
Kyle Walker-Peters,476,1,2025-04-06T13:00:00Z,0,0,90,Southampton,659
-464,NA,NA,,NA,False,NA,866,NA
Daniel Bentley,536,0,2025-04-05T14:00:00Z,0,0,0,Wolves,629
-1271,NA,NA,,NA,False,NA,4955,NA
Ivan Toney,108,0,2025-04-06T13:00:00Z,0,0,0,Brentford,NA
-73,NA,NA,,NA,True,NA,73,NA
Carlos Soler,654,1,2025-04-05T14:00:00Z,0,0,36,West Ham,NA
-24,NA,NA,,NA,True,NA,85,NA
Antonee Robinson,255,1,2025-04-06T13:00:00Z,0,0,90,Fulham,316
-164719,NA,NA,,NA,True,NA,180574,NA
Romain Faivre,66,0,2025-04-05T14:00:00Z,0,0,0,Bournemouth,92
0,NA,NA,,NA,False,NA,0,NA
James Ward-Prowse,531,4,2025-04-05T14:00:00Z,0,1,90,West Ham,614
-61,NA,NA,,NA,True,NA,367,NA
Patson Daka,289,1,2025-04-07T19:00:00Z,0,0,45,Leicester,NA
-264,NA,NA,,NA,True,NA,3270,NA
Illia Zabarnyi,85,1,2025-04-05T14:00:00Z,0,0,77,Bournemouth,71
-1731,NA,NA,,NA,False,NA,2765,NA
Gavin Bazunu,454,0,2025-04-06T13:00:00Z,0,0,0,Southampton,NA
-51,NA,NA,,NA,False,NA,51,NA
Ruud van Nistelrooij,754,0,2025-04-07T19:00:00Z,0,0,0,Leicester,NA
-46,NA,NA,,NA,True,NA,76,NA
Sven Botman,393,0,2025-04-07T19:00:00Z,0,0,0,Newcastle,475
-262,NA,NA,,NA,False,NA,274,NA
Hugo Bueno López,549,0,2025-04-05T14:00:00Z,0,0,0,Wolves,633
-1,NA,NA,,NA,False,NA,1,NA
Diego Gómez,714,2,2025-04-05T14:00:00Z,0,0,71,Brighton,169
-7,NA,NA,,NA,False,NA,95,NA
Danny Ward,308,0,2025-04-07T19:00:00Z,0,0,0,Leicester,NA
-239,NA,NA,,NA,True,NA,5773,NA
Samuel Amo-Ameyaw,451,0,2025-04-06T13:00:00Z,0,0,0,Southampton,NA
-142,NA,NA,,NA,False,NA,142,NA
Joe Gauci,39,0,2025-04-05T16:30:00Z,0,0,0,Aston Villa,34
-1197,NA,NA,,NA,True,NA,1197,NA
João Pedro Junqueira de Jesus,129,1,2025-04-05T14:00:00Z,0,0,27,Brighton,249
-37685,NA,NA,,NA,False,NA,103440,NA
